Date;Hour;Temperature(°C);Humidity(%);Wind speed (m/s);Visibility (10m);Dew point temperature(°C);Solar Radiation (MJ/m2);Rainfall(mm);Snowfall (cm);Seasons;Holiday;Functioning Day;Rented Bike Count
11.05.2018;10;164;64;24;423;95;205;0;0;Spring;No Holiday;Yes;816
11.05.2018;11;183;56;14;519;93;253;0;0;Spring;No Holiday;Yes;972
11.05.2018;12;20;47;14;685;83;308;0;0;Spring;No Holiday;Yes;1161
11.05.2018;13;208;45;28;688;84;317;0;0;Spring;No Holiday;Yes;1177
11.05.2018;14;21;47;22;606;92;252;0;0;Spring;No Holiday;Yes;1174
11.05.2018;15;199;47;33;484;82;183;0;0;Spring;No Holiday;Yes;1295
11.05.2018;16;191;54;32;542;95;94;0;0;Spring;No Holiday;Yes;1496
11.05.2018;17;189;45;26;1084;66;8;0;0;Spring;No Holiday;Yes;1863
11.05.2018;18;179;37;31;1819;29;36;0;0;Spring;No Holiday;Yes;2701
11.05.2018;19;171;51;25;1223;68;6;0;0;Spring;No Holiday;Yes;1999
11.05.2018;20;167;52;9;1328;67;0;0;0;Spring;No Holiday;Yes;941
11.05.2018;21;164;52;15;1273;65;0;0;0;Spring;No Holiday;Yes;1644
11.05.2018;22;162;54;11;1327;68;0;0;0;Spring;No Holiday;Yes;1556
11.05.2018;23;162;50;16;1327;57;0;0;0;Spring;No Holiday;Yes;1185
12.05.2018;0;161;54;13;1052;67;0;0;0;Spring;No Holiday;Yes;862
12.05.2018;1;159;51;18;866;57;0;0;0;Spring;No Holiday;Yes;669
12.05.2018;2;155;62;1;730;82;0;0;0;Spring;No Holiday;Yes;416
12.05.2018;3;152;63;5;700;81;0;0;0;Spring;No Holiday;Yes;358
12.05.2018;4;15;61;8;867;75;0;0;0;Spring;No Holiday;Yes;207
12.05.2018;5;15;61;12;903;75;0;0;0;Spring;No Holiday;Yes;70
12.05.2018;6;144;71;13;560;92;0;4;0;Spring;No Holiday;Yes;37
12.05.2018;7;133;81;15;525;101;4;1;0;Spring;No Holiday;Yes;43
12.05.2018;8;12;87;1;296;98;1;1;0;Spring;No Holiday;Yes;20
12.05.2018;9;118;95;1;168;11;14;3;0;Spring;No Holiday;Yes;16
12.05.2018;10;118;96;13;221;111;12;25;0;Spring;No Holiday;Yes;6
12.05.2018;11;12;96;1;184;113;14;35;0;Spring;No Holiday;Yes;18
12.05.2018;12;123;97;8;238;118;14;2;0;Spring;No Holiday;Yes;11
12.05.2018;13;126;97;6;327;121;14;3;0;Spring;No Holiday;Yes;19
12.05.2018;14;13;97;8;211;125;15;2;0;Spring;No Holiday;Yes;22
12.05.2018;15;133;97;8;194;128;12;3;0;Spring;No Holiday;Yes;17
12.05.2018;16;138;97;7;196;133;12;15;0;Spring;No Holiday;Yes;34
12.05.2018;17;143;98;7;270;139;8;15;0;Spring;No Holiday;Yes;24
12.05.2018;18;154;97;19;340;149;3;2;0;Spring;No Holiday;Yes;22
12.05.2018;19;155;97;7;403;15;0;2;0;Spring;No Holiday;Yes;29
12.05.2018;20;157;97;3;343;152;0;1;0;Spring;No Holiday;Yes;29
12.05.2018;21;158;97;6;193;153;0;5;0;Spring;No Holiday;Yes;25
12.05.2018;22;158;98;4;179;154;0;15;0;Spring;No Holiday;Yes;30
12.05.2018;23;158;98;16;235;154;0;1;0;Spring;No Holiday;Yes;50
13.05.2018;0;155;97;15;181;15;0;5;0;Spring;No Holiday;Yes;145
13.05.2018;1;151;97;17;173;146;0;2;0;Spring;No Holiday;Yes;178
13.05.2018;2;145;97;29;359;14;0;1;0;Spring;No Holiday;Yes;189
13.05.2018;3;142;98;15;135;138;0;2;0;Spring;No Holiday;Yes;141
13.05.2018;4;138;98;29;27;134;0;0;0;Spring;No Holiday;Yes;83
13.05.2018;5;135;98;8;105;131;0;0;0;Spring;No Holiday;Yes;72
13.05.2018;6;135;98;4;251;131;1;0;0;Spring;No Holiday;Yes;139
13.05.2018;7;137;98;16;468;133;1;0;0;Spring;No Holiday;Yes;220
13.05.2018;8;141;98;13;834;137;26;0;0;Spring;No Holiday;Yes;397
13.05.2018;9;148;95;1;986;14;53;0;0;Spring;No Holiday;Yes;579
13.05.2018;10;152;88;22;1090;132;55;0;0;Spring;No Holiday;Yes;716
13.05.2018;11;164;78;16;1209;125;137;0;0;Spring;No Holiday;Yes;993
13.05.2018;12;183;65;12;1489;115;24;0;0;Spring;No Holiday;Yes;1434
13.05.2018;13;191;65;19;1145;123;226;0;0;Spring;No Holiday;Yes;1839
13.05.2018;14;197;64;29;929;126;199;0;0;Spring;No Holiday;Yes;2055
13.05.2018;15;197;63;25;941;124;201;0;0;Spring;No Holiday;Yes;2329
13.05.2018;16;195;65;29;857;127;197;0;0;Spring;No Holiday;Yes;2379
13.05.2018;17;194;63;26;1099;121;161;0;0;Spring;No Holiday;Yes;2410
13.05.2018;18;19;66;13;1111;124;95;0;0;Spring;No Holiday;Yes;2338
13.05.2018;19;176;73;2;886;126;34;0;0;Spring;No Holiday;Yes;2023
13.05.2018;20;156;81;23;827;123;2;0;0;Spring;No Holiday;Yes;1714
13.05.2018;21;141;86;9;535;117;0;0;0;Spring;No Holiday;Yes;1571
13.05.2018;22;135;87;22;433;113;0;0;0;Spring;No Holiday;Yes;1155
13.05.2018;23;13;89;13;326;112;0;0;0;Spring;No Holiday;Yes;814
14.05.2018;0;127;89;12;340;109;0;0;0;Spring;No Holiday;Yes;581
14.05.2018;1;124;94;13;307;114;0;0;0;Spring;No Holiday;Yes;377
14.05.2018;2;121;94;16;191;111;0;0;0;Spring;No Holiday;Yes;241
14.05.2018;3;119;95;15;180;111;0;0;0;Spring;No Holiday;Yes;167
14.05.2018;4;119;94;13;210;109;0;0;0;Spring;No Holiday;Yes;121
14.05.2018;5;119;93;8;241;107;0;0;0;Spring;No Holiday;Yes;199
14.05.2018;6;121;89;3;252;103;2;0;0;Spring;No Holiday;Yes;552
14.05.2018;7;126;85;4;292;101;23;0;0;Spring;No Holiday;Yes;1251
14.05.2018;8;138;79;9;313;102;44;0;0;Spring;No Holiday;Yes;1997
14.05.2018;9;151;74;6;437;104;76;0;0;Spring;No Holiday;Yes;1106
14.05.2018;10;166;67;9;479;104;123;0;0;Spring;No Holiday;Yes;779
14.05.2018;11;185;65;14;463;117;207;0;0;Spring;No Holiday;Yes;946
14.05.2018;12;20;62;18;428;124;238;0;0;Spring;No Holiday;Yes;1095
14.05.2018;13;218;59;19;404;134;274;0;0;Spring;No Holiday;Yes;1051
14.05.2018;14;231;56;16;391;138;267;0;0;Spring;No Holiday;Yes;1124
14.05.2018;15;24;59;16;353;154;224;0;0;Spring;No Holiday;Yes;1171
14.05.2018;16;243;54;26;346;143;181;0;0;Spring;No Holiday;Yes;1433
14.05.2018;17;244;51;19;466;135;142;0;0;Spring;No Holiday;Yes;1891
14.05.2018;18;236;48;31;666;119;85;0;0;Spring;No Holiday;Yes;2906
14.05.2018;19;227;56;18;598;134;31;0;0;Spring;No Holiday;Yes;2236
14.05.2018;20;214;64;21;411;143;2;0;0;Spring;No Holiday;Yes;1965
14.05.2018;21;205;67;14;357;141;0;0;0;Spring;No Holiday;Yes;1885
14.05.2018;22;196;71;6;325;141;0;0;0;Spring;No Holiday;Yes;1648
14.05.2018;23;188;73;8;291;138;0;0;0;Spring;No Holiday;Yes;1071
15.05.2018;0;181;77;5;287;139;0;0;0;Spring;No Holiday;Yes;764
15.05.2018;1;175;78;6;277;136;0;0;0;Spring;No Holiday;Yes;563
15.05.2018;2;171;74;4;350;124;0;0;0;Spring;No Holiday;Yes;372
15.05.2018;3;166;74;4;402;119;0;0;0;Spring;No Holiday;Yes;241
15.05.2018;4;161;74;8;440;114;0;0;0;Spring;No Holiday;Yes;170
15.05.2018;5;157;76;6;330;114;0;0;0;Spring;No Holiday;Yes;182
15.05.2018;6;154;84;8;235;127;3;0;0;Spring;No Holiday;Yes;562
15.05.2018;7;162;79;12;239;125;36;0;0;Spring;No Holiday;Yes;1239
15.05.2018;8;184;68;11;254;123;88;0;0;Spring;No Holiday;Yes;2059
15.05.2018;9;208;53;8;381;108;158;0;0;Spring;No Holiday;Yes;1148
15.05.2018;10;227;37;9;879;72;218;0;0;Spring;No Holiday;Yes;832
15.05.2018;11;248;36;18;973;87;27;0;0;Spring;No Holiday;Yes;944
15.05.2018;12;263;36;11;1133;10;288;0;0;Spring;No Holiday;Yes;1058
15.05.2018;13;278;34;15;1306;104;314;0;0;Spring;No Holiday;Yes;1080
15.05.2018;14;285;33;9;1348;106;251;0;0;Spring;No Holiday;Yes;1092
15.05.2018;15;291;38;17;1602;133;189;0;0;Spring;No Holiday;Yes;1210
15.05.2018;16;288;37;24;1629;126;144;0;0;Spring;No Holiday;Yes;1458
15.05.2018;17;285;43;17;1404;146;106;0;0;Spring;No Holiday;Yes;1951
15.05.2018;18;275;47;25;1113;151;43;0;0;Spring;No Holiday;Yes;2915
15.05.2018;19;269;49;9;1063;152;1;0;0;Spring;No Holiday;Yes;2248
15.05.2018;20;263;53;1;908;159;0;0;0;Spring;No Holiday;Yes;1958
15.05.2018;21;256;56;7;884;161;0;0;0;Spring;No Holiday;Yes;1944
15.05.2018;22;25;59;6;742;164;0;0;0;Spring;No Holiday;Yes;1640
15.05.2018;23;248;60;1;795;165;0;0;0;Spring;No Holiday;Yes;848
16.05.2018;0;244;63;8;745;168;0;0;0;Spring;No Holiday;Yes;662
16.05.2018;1;241;67;5;686;175;0;0;0;Spring;No Holiday;Yes;502
16.05.2018;2;239;69;3;531;178;0;2;0;Spring;No Holiday;Yes;145
16.05.2018;3;226;89;7;327;206;0;8;0;Spring;No Holiday;Yes;166
16.05.2018;4;223;86;5;387;198;0;0;0;Spring;No Holiday;Yes;124
16.05.2018;5;223;87;6;399;20;0;0;0;Spring;No Holiday;Yes;52
16.05.2018;6;221;94;9;269;21;0;2;0;Spring;No Holiday;Yes;135
16.05.2018;7;22;95;7;342;211;0;0;0;Spring;No Holiday;Yes;367
16.05.2018;8;224;93;12;683;212;4;0;0;Spring;No Holiday;Yes;291
16.05.2018;9;228;93;31;569;216;6;4;0;Spring;No Holiday;Yes;97
16.05.2018;10;228;95;17;176;219;5;1;0;Spring;No Holiday;Yes;81
16.05.2018;11;227;93;48;832;215;17;0;0;Spring;No Holiday;Yes;243
16.05.2018;12;229;87;4;1497;206;22;0;0;Spring;No Holiday;Yes;59
16.05.2018;13;218;97;24;682;212;6;35;0;Spring;No Holiday;Yes;151
16.05.2018;14;22;96;29;1327;213;39;0;0;Spring;No Holiday;Yes;248
16.05.2018;15;22;96;29;313;213;2;0;0;Spring;No Holiday;Yes;240
16.05.2018;16;218;97;18;206;212;18;0;0;Spring;No Holiday;Yes;223
16.05.2018;17;219;97;32;207;213;14;5;0;Spring;No Holiday;Yes;304
16.05.2018;18;219;97;21;191;213;8;0;0;Spring;No Holiday;Yes;562
16.05.2018;19;219;97;22;196;213;1;0;0;Spring;No Holiday;Yes;404
16.05.2018;20;218;97;22;156;212;0;5;0;Spring;No Holiday;Yes;338
16.05.2018;21;218;97;13;160;212;0;5;0;Spring;No Holiday;Yes;398
16.05.2018;22;219;97;15;164;213;0;0;0;Spring;No Holiday;Yes;399
16.05.2018;23;22;97;9;158;214;0;0;0;Spring;No Holiday;Yes;225
17.05.2018;0;22;97;16;152;214;0;5;0;Spring;No Holiday;Yes;118
17.05.2018;1;22;97;21;192;214;0;5;0;Spring;No Holiday;Yes;144
17.05.2018;2;218;97;13;175;212;0;1;0;Spring;No Holiday;Yes;78
17.05.2018;3;218;98;6;113;214;0;25;0;Spring;No Holiday;Yes;38
17.05.2018;4;192;98;24;1965;188;0;19;0;Spring;No Holiday;Yes;51
17.05.2018;5;188;97;9;1927;183;0;0;0;Spring;No Holiday;Yes;54
17.05.2018;6;189;98;3;338;185;0;0;0;Spring;No Holiday;Yes;69
17.05.2018;7;191;98;3;125;187;0;0;0;Spring;No Holiday;Yes;80
17.05.2018;8;197;98;5;1958;193;12;135;0;Spring;No Holiday;Yes;152
17.05.2018;9;197;98;5;659;193;5;10;0;Spring;No Holiday;Yes;28
17.05.2018;10;201;98;12;885;197;13;2;0;Spring;No Holiday;Yes;141
17.05.2018;11;204;98;9;300;20;25;25;0;Spring;No Holiday;Yes;182
17.05.2018;12;217;96;8;1773;21;81;15;0;Spring;No Holiday;Yes;467
17.05.2018;13;234;83;17;1944;203;15;0;0;Spring;No Holiday;Yes;592
17.05.2018;14;234;81;6;1921;199;5;0;0;Spring;No Holiday;Yes;352
17.05.2018;15;228;95;16;294;219;11;5;0;Spring;No Holiday;Yes;186
17.05.2018;16;229;95;4;385;22;31;0;0;Spring;No Holiday;Yes;102
17.05.2018;17;227;96;4;249;22;11;25;0;Spring;No Holiday;Yes;131
17.05.2018;18;226;97;11;304;22;7;15;0;Spring;No Holiday;Yes;431
17.05.2018;19;223;96;26;191;216;0;0;0;Spring;No Holiday;Yes;29
17.05.2018;20;213;97;28;388;207;0;125;0;Spring;No Holiday;Yes;17
17.05.2018;21;205;97;11;726;20;0;4;0;Spring;No Holiday;Yes;18
17.05.2018;22;202;98;5;468;198;0;6;0;Spring;No Holiday;Yes;26
17.05.2018;23;20;98;18;589;196;0;25;0;Spring;No Holiday;Yes;35
18.05.2018;0;193;97;18;523;188;0;1;0;Spring;No Holiday;Yes;129
18.05.2018;1;19;97;15;278;185;0;1;0;Spring;No Holiday;Yes;116
18.05.2018;2;188;98;15;237;184;0;5;0;Spring;No Holiday;Yes;48
18.05.2018;3;183;98;16;320;179;0;2;0;Spring;No Holiday;Yes;47
18.05.2018;4;181;98;17;223;177;0;1;0;Spring;No Holiday;Yes;22
18.05.2018;5;178;98;1;457;174;0;5;0;Spring;No Holiday;Yes;29
18.05.2018;6;174;98;3;234;17;0;0;0;Spring;No Holiday;Yes;77
18.05.2018;7;166;98;6;219;162;1;5;0;Spring;No Holiday;Yes;210
18.05.2018;8;164;98;3;514;16;11;0;0;Spring;No Holiday;Yes;400
18.05.2018;9;166;98;6;301;162;18;5;0;Spring;No Holiday;Yes;427
18.05.2018;10;163;97;1;693;158;37;0;0;Spring;No Holiday;Yes;454
18.05.2018;11;166;96;7;539;159;41;0;0;Spring;No Holiday;Yes;352
18.05.2018;12;166;96;8;430;159;34;0;0;Spring;No Holiday;Yes;185
18.05.2018;13;167;93;1;1373;155;72;5;0;Spring;No Holiday;Yes;509
18.05.2018;14;167;88;15;1760;146;72;0;0;Spring;No Holiday;Yes;697
18.05.2018;15;167;85;12;2000;141;49;0;0;Spring;No Holiday;Yes;906
18.05.2018;16;17;82;19;2000;138;84;0;0;Spring;No Holiday;Yes;1182
18.05.2018;17;172;81;12;2000;139;57;0;0;Spring;No Holiday;Yes;1551
18.05.2018;18;175;79;15;2000;138;57;0;0;Spring;No Holiday;Yes;2261
18.05.2018;19;17;76;15;2000;127;29;0;0;Spring;No Holiday;Yes;1751
18.05.2018;20;162;76;21;2000;119;2;0;0;Spring;No Holiday;Yes;1386
18.05.2018;21;153;73;23;2000;104;0;0;0;Spring;No Holiday;Yes;1263
18.05.2018;22;142;73;19;2000;94;0;0;0;Spring;No Holiday;Yes;1221
18.05.2018;23;132;68;18;2000;74;0;0;0;Spring;No Holiday;Yes;864
19.05.2018;0;122;67;12;2000;62;0;0;0;Spring;No Holiday;Yes;689
19.05.2018;1;114;74;13;2000;69;0;0;0;Spring;No Holiday;Yes;676
19.05.2018;2;111;74;19;2000;66;0;0;0;Spring;No Holiday;Yes;526
19.05.2018;3;107;73;13;2000;6;0;0;0;Spring;No Holiday;Yes;320
19.05.2018;4;105;73;12;2000;58;0;0;0;Spring;No Holiday;Yes;213
19.05.2018;5;104;71;11;2000;53;0;0;0;Spring;No Holiday;Yes;198
19.05.2018;6;105;70;1;2000;52;3;0;0;Spring;No Holiday;Yes;234
19.05.2018;7;114;0;14;2000;45;46;0;0;Spring;No Holiday;Yes;436
19.05.2018;8;137;57;14;2000;53;128;0;0;Spring;No Holiday;Yes;766
19.05.2018;9;157;49;16;2000;5;2;0;0;Spring;No Holiday;Yes;932
19.05.2018;10;172;45;21;2000;51;261;0;0;Spring;No Holiday;Yes;1051
19.05.2018;11;19;44;14;2000;64;312;0;0;Spring;No Holiday;Yes;1290
19.05.2018;12;205;42;21;2000;71;342;0;0;Spring;No Holiday;Yes;1573
19.05.2018;13;219;39;2;2000;73;352;0;0;Spring;No Holiday;Yes;1865
19.05.2018;14;228;39;26;1983;81;339;0;0;Spring;No Holiday;Yes;2128
19.05.2018;15;239;37;16;2000;83;307;0;0;Spring;No Holiday;Yes;2268
19.05.2018;16;245;34;15;2000;75;254;0;0;Spring;No Holiday;Yes;2479
19.05.2018;17;245;35;18;1927;8;193;0;0;Spring;No Holiday;Yes;2355
19.05.2018;18;24;34;17;2000;71;122;0;0;Spring;No Holiday;Yes;2439
19.05.2018;19;226;34;15;2000;59;51;0;0;Spring;No Holiday;Yes;2140
19.05.2018;20;209;34;14;2000;44;3;0;0;Spring;No Holiday;Yes;1872
19.05.2018;21;195;34;13;2000;32;0;0;0;Spring;No Holiday;Yes;1780
19.05.2018;22;184;34;12;2000;22;0;0;0;Spring;No Holiday;Yes;1595
19.05.2018;23;171;37;13;2000;22;0;0;0;Spring;No Holiday;Yes;1169
20.05.2018;0;158;41;12;2000;25;0;0;0;Spring;No Holiday;Yes;986
20.05.2018;1;147;43;12;2000;22;0;0;0;Spring;No Holiday;Yes;713
20.05.2018;2;139;43;9;2000;15;0;0;0;Spring;No Holiday;Yes;473
20.05.2018;3;135;41;1;2000;4;0;0;0;Spring;No Holiday;Yes;347
20.05.2018;4;128;44;8;2000;8;0;0;0;Spring;No Holiday;Yes;205
20.05.2018;5;121;47;16;2000;11;0;0;0;Spring;No Holiday;Yes;160
20.05.2018;6;116;46;8;2000;3;5;0;0;Spring;No Holiday;Yes;190
20.05.2018;7;123;43;6;2000;0;3;0;0;Spring;No Holiday;Yes;341
20.05.2018;8;141;38;1;2000;0;72;0;0;Spring;No Holiday;Yes;524
20.05.2018;9;16;34;13;2000;1;1;0;0;Spring;No Holiday;Yes;676
20.05.2018;10;17;37;14;2000;21;94;0;0;Spring;No Holiday;Yes;899
20.05.2018;11;187;30;19;2000;7;166;0;0;Spring;No Holiday;Yes;1013
20.05.2018;12;188;31;12;2000;12;92;0;0;Spring;No Holiday;Yes;1313
20.05.2018;13;199;33;14;2000;31;128;0;0;Spring;No Holiday;Yes;1559
20.05.2018;14;203;30;18;2000;21;101;0;0;Spring;No Holiday;Yes;1680
20.05.2018;15;21;28;17;2000;17;116;0;0;Spring;No Holiday;Yes;1999
20.05.2018;16;222;23;22;2000;0;166;0;0;Spring;No Holiday;Yes;2143
20.05.2018;17;224;23;24;2000;2;189;0;0;Spring;No Holiday;Yes;2310
20.05.2018;18;222;22;18;2000;-5;125;0;0;Spring;No Holiday;Yes;2403
20.05.2018;19;208;24;2;2000;-5;56;0;0;Spring;No Holiday;Yes;2145
20.05.2018;20;19;26;15;2000;-9;2;0;0;Spring;No Holiday;Yes;1846
20.05.2018;21;178;26;13;2000;-19;0;0;0;Spring;No Holiday;Yes;1636
20.05.2018;22;168;29;12;2000;-13;0;0;0;Spring;No Holiday;Yes;1325
20.05.2018;23;158;30;11;2000;-17;0;0;0;Spring;No Holiday;Yes;943
21.05.2018;0;153;29;13;2000;-26;0;0;0;Spring;No Holiday;Yes;666
21.05.2018;1;145;31;11;2000;-24;0;0;0;Spring;No Holiday;Yes;420
21.05.2018;2;139;0;9;2000;-21;0;0;0;Spring;No Holiday;Yes;262
21.05.2018;3;13;0;8;2000;-25;0;0;0;Spring;No Holiday;Yes;165
21.05.2018;4;124;0;8;2000;-34;0;0;0;Spring;No Holiday;Yes;113
21.05.2018;5;119;0;13;2000;-27;0;0;0;Spring;No Holiday;Yes;200
21.05.2018;6;114;0;9;2000;-2;3;0;0;Spring;No Holiday;Yes;467
21.05.2018;7;123;0;9;1989;-27;48;0;0;Spring;No Holiday;Yes;1135
21.05.2018;8;153;30;13;2000;-22;13;0;0;Spring;No Holiday;Yes;1785
21.05.2018;9;177;27;13;2000;-15;202;0;0;Spring;No Holiday;Yes;1118
21.05.2018;10;193;27;14;2000;-1;263;0;0;Spring;No Holiday;Yes;962
21.05.2018;11;209;27;17;2000;11;311;0;0;Spring;No Holiday;Yes;1129
21.05.2018;12;218;31;21;2000;39;339;0;0;Spring;No Holiday;Yes;1373
21.05.2018;13;228;31;19;1923;47;349;0;0;Spring;No Holiday;Yes;1456
21.05.2018;14;234;36;28;1947;74;311;0;0;Spring;No Holiday;Yes;1483
21.05.2018;15;233;38;15;1963;81;213;0;0;Spring;No Holiday;Yes;1612
21.05.2018;16;227;42;19;2000;91;113;0;0;Spring;No Holiday;Yes;1820
21.05.2018;17;222;45;24;2000;96;83;0;0;Spring;No Holiday;Yes;2214
21.05.2018;18;216;48;25;1884;101;61;0;0;Spring;No Holiday;Yes;3069
21.05.2018;19;195;56;16;1600;104;29;0;0;Spring;No Holiday;Yes;2450
21.05.2018;20;184;59;26;1476;102;4;0;0;Spring;No Holiday;Yes;2167
21.05.2018;21;177;63;5;1324;105;0;0;0;Spring;No Holiday;Yes;2065
21.05.2018;22;169;65;3;1281;102;0;0;0;Spring;No Holiday;Yes;1832
21.05.2018;23;163;70;7;1293;108;0;0;0;Spring;No Holiday;Yes;1273
22.05.2018;0;16;71;5;1299;107;0;0;0;Spring;Holiday;Yes;957
22.05.2018;1;159;71;11;1312;106;0;0;0;Spring;Holiday;Yes;810
22.05.2018;2;157;74;1;1313;11;0;0;0;Spring;Holiday;Yes;590
22.05.2018;3;155;0;7;1420;104;0;0;0;Spring;Holiday;Yes;406
22.05.2018;4;156;0;5;1502;105;0;0;0;Spring;Holiday;Yes;248
22.05.2018;5;157;0;6;1610;106;0;0;0;Spring;Holiday;Yes;182
22.05.2018;6;155;0;5;1691;104;6;0;0;Spring;Holiday;Yes;277
22.05.2018;7;163;69;7;1750;105;34;0;0;Spring;Holiday;Yes;443
22.05.2018;8;182;63;8;1731;11;1;0;0;Spring;Holiday;Yes;694
22.05.2018;9;193;62;8;1894;118;114;0;0;Spring;Holiday;Yes;912
22.05.2018;10;207;55;18;1698;113;143;0;0;Spring;Holiday;Yes;1119
22.05.2018;11;219;55;14;1820;124;187;0;0;Spring;Holiday;Yes;1438
22.05.2018;12;229;51;11;1591;122;18;0;0;Spring;Holiday;Yes;1798
22.05.2018;13;227;52;1;1399;123;94;0;0;Spring;Holiday;Yes;2000
22.05.2018;14;228;53;14;1630;127;98;0;0;Spring;Holiday;Yes;1407
22.05.2018;15;211;72;27;663;158;31;1;0;Spring;Holiday;Yes;163
22.05.2018;16;195;80;12;553;159;53;4;0;Spring;Holiday;Yes;86
22.05.2018;17;186;84;18;499;158;28;1;0;Spring;Holiday;Yes;50
22.05.2018;18;179;93;12;258;167;13;2;0;Spring;Holiday;Yes;30
22.05.2018;19;176;93;3;331;164;6;15;0;Spring;Holiday;Yes;45
22.05.2018;20;172;85;14;467;146;0;5;0;Spring;Holiday;Yes;30
22.05.2018;21;17;85;11;597;144;0;5;0;Spring;Holiday;Yes;58
22.05.2018;22;168;87;6;447;146;0;5;0;Spring;Holiday;Yes;29
22.05.2018;23;163;96;11;198;156;0;25;0;Spring;Holiday;Yes;18
23.05.2018;0;158;97;24;181;153;0;35;0;Spring;No Holiday;Yes;32
23.05.2018;1;153;97;32;178;148;0;3;0;Spring;No Holiday;Yes;25
23.05.2018;2;15;97;25;236;145;0;3;0;Spring;No Holiday;Yes;34
23.05.2018;3;149;96;22;636;142;0;5;0;Spring;No Holiday;Yes;43
23.05.2018;4;15;97;14;1827;145;0;0;0;Spring;No Holiday;Yes;59
23.05.2018;5;146;87;22;2000;124;0;0;0;Spring;No Holiday;Yes;152
23.05.2018;6;139;83;32;2000;11;4;0;0;Spring;No Holiday;Yes;436
23.05.2018;7;136;75;16;1987;92;47;0;0;Spring;No Holiday;Yes;1241
23.05.2018;8;146;70;31;2000;91;128;0;0;Spring;No Holiday;Yes;2035
23.05.2018;9;16;60;19;1992;82;198;0;0;Spring;No Holiday;Yes;1125
23.05.2018;10;179;56;33;1919;89;263;0;0;Spring;No Holiday;Yes;871
23.05.2018;11;189;42;38;2000;56;313;0;0;Spring;No Holiday;Yes;1012
23.05.2018;12;201;37;4;1910;49;344;0;0;Spring;No Holiday;Yes;1216
23.05.2018;13;209;33;39;1853;4;352;0;0;Spring;No Holiday;Yes;1167
23.05.2018;14;22;33;34;1966;49;341;0;0;Spring;No Holiday;Yes;1183
23.05.2018;15;23;29;29;1876;39;311;0;0;Spring;No Holiday;Yes;1332
23.05.2018;16;23;33;42;1880;58;257;0;0;Spring;No Holiday;Yes;1563
23.05.2018;17;224;39;32;1943;77;19;0;0;Spring;No Holiday;Yes;2069
23.05.2018;18;217;40;35;1987;74;118;0;0;Spring;No Holiday;Yes;3123
23.05.2018;19;188;52;34;2000;87;49;0;0;Spring;No Holiday;Yes;2454
23.05.2018;20;167;61;19;2000;91;5;0;0;Spring;No Holiday;Yes;2001
23.05.2018;21;154;61;11;1959;79;0;0;0;Spring;No Holiday;Yes;1833
23.05.2018;22;148;59;1;1740;68;0;0;0;Spring;No Holiday;Yes;1588
23.05.2018;23;146;54;15;1596;53;0;0;0;Spring;No Holiday;Yes;1080
24.05.2018;0;137;51;13;1651;37;0;0;0;Spring;No Holiday;Yes;778
24.05.2018;1;129;62;6;1557;57;0;0;0;Spring;No Holiday;Yes;578
24.05.2018;2;125;54;7;1500;34;0;0;0;Spring;No Holiday;Yes;385
24.05.2018;3;121;64;8;1538;54;0;0;0;Spring;No Holiday;Yes;265
24.05.2018;4;117;64;16;1578;51;0;0;0;Spring;No Holiday;Yes;161
24.05.2018;5;113;64;12;1634;47;0;0;0;Spring;No Holiday;Yes;205
24.05.2018;6;114;67;1;1600;54;4;0;0;Spring;No Holiday;Yes;530
24.05.2018;7;125;61;13;1818;51;42;0;0;Spring;No Holiday;Yes;1390
24.05.2018;8;152;50;16;1530;48;11;0;0;Spring;No Holiday;Yes;2081
24.05.2018;9;176;30;11;1531;0;179;0;0;Spring;No Holiday;Yes;1226
24.05.2018;10;199;27;27;1775;3;244;0;0;Spring;No Holiday;Yes;880
24.05.2018;11;215;30;29;1779;31;292;0;0;Spring;No Holiday;Yes;922
24.05.2018;12;221;36;53;1696;63;32;0;0;Spring;No Holiday;Yes;1087
24.05.2018;13;233;35;37;1874;69;328;0;0;Spring;No Holiday;Yes;1078
24.05.2018;14;232;36;49;1597;72;318;0;0;Spring;No Holiday;Yes;1059
24.05.2018;15;235;36;32;1786;75;291;0;0;Spring;No Holiday;Yes;1174
24.05.2018;16;235;36;4;1763;75;242;0;0;Spring;No Holiday;Yes;1455
24.05.2018;17;234;38;27;1885;82;176;0;0;Spring;No Holiday;Yes;1863
24.05.2018;18;226;39;28;1655;79;11;0;0;Spring;No Holiday;Yes;2825
24.05.2018;19;211;44;26;1512;83;41;0;0;Spring;No Holiday;Yes;2334
24.05.2018;20;20;46;26;1414;8;5;0;0;Spring;No Holiday;Yes;1902
24.05.2018;21;193;50;17;1381;86;0;0;0;Spring;No Holiday;Yes;1838
24.05.2018;22;186;54;23;1328;9;0;0;0;Spring;No Holiday;Yes;1678
24.05.2018;23;181;56;16;1095;91;0;0;0;Spring;No Holiday;Yes;1087
25.05.2018;0;176;57;18;943;89;0;0;0;Spring;No Holiday;Yes;831
25.05.2018;1;169;61;1;844;93;0;0;0;Spring;No Holiday;Yes;610
25.05.2018;2;161;70;6;787;106;0;0;0;Spring;No Holiday;Yes;437
25.05.2018;3;154;71;5;780;101;0;0;0;Spring;No Holiday;Yes;286
25.05.2018;4;148;71;4;700;95;0;0;0;Spring;No Holiday;Yes;188
